,password,2-gram,3-gram,4-gram,5-gram,Backoff,PCFG
0,PDILOT2Zk4!-oDi,88.050335881215,86.3727549554205,74.35797132783014,24.29327002097586,93.09835919038004,68.33811893181638
1,VyX5D2wr4a22$cv,86.40817705575151,86.3727549554205,79.0339841479355,21.406595749896987,89.90686810783066,83.11678115815532
2,zmmWGt9HN@6u8fY,86.40817705575151,86.3727549554205,74.35797132783014,22.301256633672878,89.90686810783066,68.74651533539134
3,Xj_6DFM_LG4t3z5,86.40817705575151,86.3727549554205,79.0339841479355,21.064855424115663,89.90686810783066,83.11678115815532
4,uNBQt$r2UDpIM!2,86.40817705575151,86.3727549554205,76.34256577366152,22.366742076558907,89.90686810783066,64.00885227612338
5,zJpw@zSo9@76xTE,86.40817705575151,86.3727549554205,74.35797132783014,24.426038913561733,88.30890101443055,76.34839014364313
6,JB5E$zUveNHdAQ!,86.40817705575151,89.28093875353281,71.66645136509744,22.823455899211524,89.90686810783066,47.20928628474838
7,icGT664_FUjvR_V,86.40817705575151,91.94274091520016,65.97209292250142,24.58123317990718,93.09835919038004,68.1571092546212
8,gtMdz$3IrRWIua_,88.050335881215,89.28093875353281,69.13229019765008,24.58123317990718,93.09835919038004,49.91568704514137
9,ML4AIFOzboP@ikv,89.08525332957356,86.3727549554205,75.55682530996464,20.532889449950016,93.09835919038004,52.92590149001795
10,lMySlbkc9ZW2GB_,86.40817705575151,86.3727549554205,70.88882597061536,23.99886709360509,84.88159212391015,55.11273985063614
11,H9hhVfHba$FozwK,88.050335881215,86.3727549554205,76.98347236542904,22.008725999126675,89.90686810783066,49.91568704514137
12,xsAW$yIV3xB6Uti,86.40817705575151,86.3727549554205,75.55682530996464,22.891785208782682,89.90686810783066,78.89748012679105
13,whcE-R6_iGzNoJ8,86.40817705575151,84.39351352967529,79.0339841479355,21.83983925860201,89.90686810783066,64.65336002225965
14,ts9iY5X_zHqEPZe,88.050335881215,86.3727549554205,76.98347236542904,22.891785208782682,89.90686810783066,61.96047742128099
15,uy_!OPgjukp!B9x,88.050335881215,91.94274091520016,72.53024355124032,22.891785208782682,93.09835919038004,62.36167810909581
16,Hgk2fMe7-Bm@8OJ,86.40817705575151,86.3727549554205,76.34256577366152,23.518021329488267,89.90686810783066,83.60351756519916
17,HMNBR-2DrthxRCh,88.050335881215,86.3727549554205,72.53024355124032,22.891785208782682,88.30890101443055,44.423964268490145
18,p$OB3ttGP7yIdah,88.050335881215,89.28093875353281,71.66645136509744,21.83983925860201,89.90686810783066,69.73664508731217
19,VC9TQeNL5@JhyNN,88.050335881215,86.3727549554205,70.88882597061536,24.58123317990718,93.09835919038004,64.37346850407334
20,DRG-tQHZsd3g8Ts,88.050335881215,86.3727549554205,74.35797132783014,23.024520514221223,84.88159212391015,68.74651533539134
21,zM8dK5RkNz$Z8PW,86.40817705575151,86.3727549554205,80.22149973585627,20.532889449950016,93.09835919038004,78.45563013584699
22,j8TuDE-wvLADU7y,88.050335881215,86.3727549554205,66.9600936453639,26.1846048951596,89.90686810783066,64.37346850407334
23,lyHXF$jb5-GW9YU,86.40817705575151,84.39351352967529,84.4710510786221,19.522828355567643,89.90686810783066,74.62713042878777
24,rTLdZ2xly-Zi@Pa,86.40817705575151,89.28093875353281,79.0339841479355,19.522828355567643,89.90686810783066,75.47956735390751
25,d--JaeiSjTa6zXY,89.08525332957356,86.3727549554205,74.35797132783014,21.406595749896987,89.90686810783066,55.34567578433595
26,PgisivL5fvp-hJa,89.08525332957356,86.3727549554205,79.0339841479355,20.532889449950016,89.90686810783066,62.36167810909581
27,QDG8ryFHgGgppt@,86.40817705575151,86.3727549554205,75.55682530996464,21.83983925860201,89.90686810783066,41.66962631245626
28,GT8@mVIOc$izlCW,88.050335881215,86.3727549554205,76.98347236542904,21.406595749896987,88.30890101443055,64.65336002225965
29,sxnVOyB96LyOF-g,88.050335881215,86.3727549554205,80.90480857407367,19.522828355567643,89.90686810783066,56.76590273434408
30,DSzQDo2smSh!jxD,88.050335881215,86.3727549554205,74.35797132783014,20.829523053422154,88.30890101443055,65.52000327801696
31,ce!fvL8odPMg@$G,86.40817705575151,84.39351352967529,80.90480857407367,19.522828355567643,89.90686810783066,76.04480026010387
32,TUD@7BmY9Pw2WTX,86.40817705575151,86.3727549554205,77.72964036958717,22.008725999126675,88.30890101443055,83.60351756519916
33,o!7SjQtC5!An!5L,86.40817705575151,84.39351352967529,79.0339841479355,22.823455899211524,89.90686810783066,71.58684517375602
34,BMozh-ez3GrnkBE,89.08525332957356,91.94274091520016,72.53024355124032,21.406595749896987,93.09835919038004,56.76590273434408
35,cLGFy4JN@MnSXRZ,89.08525332957356,86.3727549554205,79.0339841479355,18.312239549377303,89.90686810783066,56.76590273434408
36,iDPSLFX@_9n58nC,88.050335881215,89.28093875353281,76.98347236542904,21.406595749896987,93.09835919038004,61.09539963863891
37,zI2LLkT$Ns288wb,86.40817705575151,86.3727549554205,72.53024355124032,24.58123317990718,89.90686810783066,78.89748012679105
38,lxo9ll@CBctdM9G,86.40817705575151,86.3727549554205,79.0339841479355,21.406595749896987,89.90686810783066,68.1571092546212
39,bmAe!S!PpwO5-iX,86.40817705575151,91.35189053578448,74.35797132783014,23.99886709360509,84.88159212391015,76.34839014364313
40,IYJA4NadBGPx!BF,88.050335881215,86.3727549554205,74.35797132783014,24.58123317990718,84.88159212391015,56.76590273434408
41,xmh9vnIW4TNl9-f,86.40817705575151,86.3727549554205,71.66645136509744,23.397856610827503,89.90686810783066,79.91835057099448
42,KmIeQI3PtxvC4T_,88.050335881215,86.3727549554205,71.66645136509744,22.891785208782682,88.30890101443055,56.76590273434408
43,Jl!x8KcmQqv598T,86.40817705575151,86.3727549554205,70.88882597061536,25.20842270630233,89.90686810783066,68.1571092546212
44,n67CI5J3@H5i_sX,86.40817705575151,84.39351352967529,77.72964036958717,24.58123317990718,88.30890101443055,80.17767139348355
45,x$@KOshpf9Wayxl,89.08525332957356,86.3727549554205,79.0339841479355,19.444110744635566,88.30890101443055,56.76590273434408
46,wA-jHeNXXPwv3!v,86.40817705575151,84.39351352967529,71.66645136509744,24.58123317990718,84.88159212391015,48.112112545614124
47,dRGYD@4zgsDkJf!,86.40817705575151,86.3727549554205,74.35797132783014,23.99886709360509,84.88159212391015,49.91568704514137
48,ZKL45_4JAVdbh4a,86.40817705575151,86.3727549554205,76.98347236542904,22.891785208782682,89.90686810783066,68.33811893181638
49,lOH4@CgE8nfAcc_,86.40817705575151,86.3727549554205,79.0339841479355,18.4794598110156,89.90686810783066,71.58684517375602
50,r2Dy9-ucuAfuHiu,88.050335881215,86.3727549554205,76.98347236542904,22.691947395457746,89.90686810783066,48.112112545614124
51,L$5JW52HSwpvYp6,86.40817705575151,86.3727549554205,80.90480857407367,20.532889449950016,89.90686810783066,62.74491126856833
52,sGm$NVl8VK73Lpr,86.40817705575151,84.39351352967529,80.90480857407367,22.301256633672878,89.90686810783066,83.11678115815532
53,kdY3pI2iWC!sspA,88.050335881215,86.3727549554205,79.0339841479355,18.4794598110156,89.90686810783066,80.9919686053511
54,A3lWu-tsXpnJRpE,89.08525332957356,86.3727549554205,76.34256577366152,21.45256341336639,89.90686810783066,48.112112545614124
55,YGgkfN7f5I_Wuvj,88.050335881215,91.35189053578448,72.53024355124032,22.008725999126675,89.90686810783066,64.49927986375432
56,zCN3ijG4XCq2MR$,86.40817705575151,91.94274091520016,76.98347236542904,19.522828355567643,93.09835919038004,83.60351756519916
57,fwsbmvxB_5$$jKQ,86.40817705575151,89.28093875353281,76.98347236542904,22.008725999126675,93.09835919038004,54.914128574586215
58,unWJ8zl6XKa@ouM,86.40817705575151,86.3727549554205,80.22149973585627,21.83983925860201,89.90686810783066,78.45563013584699
59,m5NWUfhxDsJ3S-a,88.050335881215,86.3727549554205,77.72964036958717,21.83983925860201,93.09835919038004,47.20928628474838
60,xIDOT5@S93cMkHh,88.050335881215,86.3727549554205,76.34256577366152,22.301256633672878,89.90686810783066,63.41797721380034
61,vMuC@cpbUW42aiz,88.050335881215,91.94274091520016,76.34256577366152,20.532889449950016,89.90686810783066,71.02714565464076
62,ll$o7AoBManN7LY,88.050335881215,86.3727549554205,74.35797132783014,22.691947395457746,89.90686810783066,61.56572993819776
63,ODhnm5utdLeybo!,89.08525332957356,89.28093875353281,74.35797132783014,21.406595749896987,89.90686810783066,44.423964268490145
64,uCeIBGDv2W29u-m,88.050335881215,86.3727549554205,74.35797132783014,20.829523053422154,88.30890101443055,55.34567578433595
65,Kx4$Da7wgCHdrBx,88.050335881215,86.3727549554205,79.0339841479355,19.522828355567643,89.90686810783066,55.34567578433595
66,OPrMic$PY-jOp7e,86.40817705575151,86.3727549554205,76.98347236542904,21.064855424115663,93.09835919038004,68.00051646771816
67,xMmfYJ5NLUQ-EHN,89.08525332957356,86.3727549554205,74.35797132783014,22.301256633672878,89.90686810783066,64.25248114337798
68,n9LeWR-ZySDLPvd,89.08525332957356,86.3727549554205,74.35797132783014,23.024520514221223,87.24499622805932,49.91568704514137
69,g-wID2UeRyN5Vx3,86.40817705575151,86.3727549554205,76.98347236542904,22.891785208782682,89.90686810783066,74.7874106209412
70,N9lVMlIUyW$YppF,88.050335881215,86.3727549554205,69.13229019765008,24.58123317990718,88.30890101443055,49.91568704514137
71,WZJsFr$NOo6q_Pi,86.40817705575151,84.39351352967529,79.0339841479355,22.891785208782682,89.90686810783066,68.33811893181638
72,BgT$5TXwen6DWGr,88.050335881215,91.94274091520016,72.53024355124032,22.177815961161656,89.90686810783066,71.32172350042639
73,TOX-NjoE2WVH8RN,88.050335881215,86.3727549554205,76.34256577366152,22.891785208782682,89.90686810783066,82.20932808451444
74,bUW77QF85F-RxGW,88.050335881215,84.39351352967529,69.13229019765008,19.286220211301245,89.90686810783066,78.45563013584699
75,ZV6OUXN-_mw8hEJ,88.050335881215,84.39351352967529,68.20654668213108,19.87617486305542,89.90686810783066,78.45563013584699
76,TUhUA_hUt2wY-va,86.40817705575151,84.39351352967529,66.9600936453639,20.68185414868428,89.90686810783066,72.98984661716027
77,OysoID!Mmp$w3w9,86.40817705575151,84.39351352967529,68.20654668213108,20.338038052102696,89.90686810783066,68.1571092546212
78,ozLvE4Q9A-ERCEr,88.050335881215,91.94274091520016,66.9600936453639,15.292753116472651,89.90686810783066,62.36167810909581
79,oBU6aw$HJzHNSVa,89.08525332957356,86.3727549554205,66.42127409773929,19.996008631256494,89.90686810783066,55.11273985063614
80,DpAKY$kpow8Yg8f,86.40817705575151,89.28093875353281,62.920225851521025,20.985755142385806,93.09835919038004,68.1571092546212
81,TM9YhRPU_jTY$nh,86.40817705575151,86.3727549554205,63.53901439285864,21.231836383684886,88.30890101443055,71.32172350042639
82,EpC3@-OSsd39ZsK,86.40817705575151,86.3727549554205,69.13229019765008,16.59827924878509,89.90686810783066,77.90012916146166
83,l95dL@7QaXTSH7X,88.050335881215,86.3727549554205,66.9600936453639,21.83983925860201,89.90686810783066,67.43929611828891
84,bUW77QF85F-RxGW,88.050335881215,84.39351352967529,69.13229019765008,19.286220211301245,89.90686810783066,78.45563013584699
85,ZV6OUXN-_mw8hEJ,88.050335881215,84.39351352967529,68.20654668213108,19.87617486305542,89.90686810783066,78.45563013584699
86,TUhUA_hUt2wY-va,86.40817705575151,84.39351352967529,66.9600936453639,20.68185414868428,89.90686810783066,72.98984661716027
87,OysoID!Mmp$w3w9,86.40817705575151,84.39351352967529,68.20654668213108,20.338038052102696,89.90686810783066,68.1571092546212
88,ozLvE4Q9A-ERCEr,88.050335881215,91.94274091520016,66.9600936453639,15.292753116472651,89.90686810783066,62.36167810909581
89,oBU6aw$HJzHNSVa,89.08525332957356,86.3727549554205,66.42127409773929,19.996008631256494,89.90686810783066,55.11273985063614
90,DpAKY$kpow8Yg8f,86.40817705575151,89.28093875353281,62.920225851521025,20.985755142385806,93.09835919038004,68.1571092546212
91,TM9YhRPU_jTY$nh,86.40817705575151,86.3727549554205,63.53901439285864,21.231836383684886,88.30890101443055,71.32172350042639
92,EpC3@-OSsd39ZsK,86.40817705575151,86.3727549554205,69.13229019765008,16.59827924878509,89.90686810783066,77.90012916146166
93,l95dL@7QaXTSH7X,88.050335881215,86.3727549554205,66.9600936453639,21.83983925860201,89.90686810783066,67.43929611828891
94,QCS4whJfJ-s!s2F,86.40817705575151,86.3727549554205,80.90480857407367,19.522828355567643,89.90686810783066,75.47956735390751
